choice,RT,p
1,410,0.0016275616139855
1,360,0.00605759635956302
1,880,0.013525535457893081
-1,2810,0.0017594026828046555
1,1410,0.0024933485831860227
1,890,0.014072574639320233
-1,2310,0.00043650123662156983
1,730,0.010681909121086382
1,670,0.009934180456970415
-1,2300,0.000981156638984074
1,300,0.0021568638095464687
1,1310,0.0030392064169186515
1,3230,0.0008455025459428863
1,1370,0.0019509219066632742
1,2710,0.0012820303551229748
1,2620,0.0022662314878432186
-1,2050,0.003671056833644465
1,1660,0.003263500159632116
1,1000,0.013050207296179967
-1,1600,0.0013343879416280176
1,970,0.007440924237025273
-1,1390,0.005419899222669576
-1,1910,0.0012512665052604316
1,1020,0.007104189372859487
-1,810,0.0009169423014219153
1,1370,0.003134865288838246
-1,3320,0.0008773567124652493
-1,330,0.001156705283635635
1,3090,0.0015963644059962916
1,1340,0.0063451578346140295
-1,6110,2.0025721849154946e-05
1,1360,0.0016094597499579746
1,590,0.00041620182831014866
1,1990,0.002506416638621767
-1,6030,4.691630647242448e-05
-1,730,0.009935047879342341
-1,310,0.0014140397800019157
-1,590,0.007955558719699647
1,3120,0.0004131628377121823
1,2330,0.0029059893434963857
-1,760,0.006421244237577616
1,2760,0.0013135417659459808
-1,1060,0.00895246630947907
1,1660,0.0032118849612122764
-1,2440,0.0014471161940627641
1,3630,0.0003516676537819541
-1,1880,0.0029213066145005358
1,1820,0.0008460490469452164
-1,560,0.007294535954118933
1,520,0.018581603604745728
-1,550,0.009049510168687719
-1,3430,0.0006546888682878109
-1,1010,0.007704029432486474
1,1120,0.0025307395485258213
-1,1880,0.0017926277534326507
-1,510,0.0016145091298624178
1,1160,0.003936780484348436
1,1830,0.002428123208367284
-1,370,0.0022832723195246587
-1,710,0.008805075384553605
1,660,0.001659654285120997
-1,3110,0.0010171317234173264
-1,570,0.008514327589619222
1,1590,0.0032002829403246316
1,1300,0.00496780208665654
-1,760,0.006489730695462473
-1,860,0.004635337367627341
-1,1250,0.002781220896265048
-1,1930,0.0018142467480280972
-1,2570,0.0011447131708415541
-1,510,0.0034712373543829057
-1,2380,0.00023282638648727726
-1,940,0.007325820155597033
-1,1810,0.0005209870024480953
-1,2620,0.0014703090731972449
-1,3030,0.0010630512469249746
1,690,0.0049055274546477255
-1,1290,0.00046433505483874077
-1,940,0.00600815072947686
-1,1220,0.001288858645653832
-1,1310,0.0025953912279042136
1,3440,0.00037457090146788364
1,540,0.009172537768477816
1,770,0.015327087769450206
-1,1450,0.004984736898751396
-1,2030,0.0018731956212259672
1,850,0.0024043011095163922
-1,580,0.006247243970907714
1,620,0.005513865549305769
1,1400,0.0058896702207170875
1,2410,0.0010056965690404215
-1,450,0.0006207555982321376
-1,960,0.0018540196122847367
-1,1430,0.004916149579339724
-1,6450,0.00010863201511344173
-1,1180,0.004545311833933448
-1,2410,0.0018692494983731354
1,1290,0.000962241034843001
-1,1250,0.0034649714411655137
-1,490,0.002238134414951876
-1,1080,0.005109806550488214
1,2670,0.0010373222625333729
1,360,0.002869073344983592
1,2510,0.0004552381640029394
-1,3460,0.0010360094467378067
1,2190,0.004731303254873711
1,1230,0.00841334484791269
-1,1950,0.0017639378441146186
-1,1980,0.0011655566698927213
-1,1280,0.0030402782372196194
-1,1460,0.0009197022115375492
-1,2550,0.0023357269779012272
-1,2380,0.0003150682207022451
1,4350,2.6326553027838003e-05
1,490,0.007561668037295613
1,1120,0.0017418147500364051
1,1240,0.0068977863201145125
1,670,0.0027584888216584205
-1,3700,0.00010717440130314765
-1,970,0.006793786202260738
1,3130,0.0004937749864893376
1,980,0.002092012569960731
1,1470,0.0016849716328480547
1,2190,0.001901885217761666
1,1480,0.001218763124280539
-1,410,0.0031987347676986975
1,1130,0.0031123840849828586
1,1000,0.0018411439941383894
-1,1060,0.0017396472763375793
1,690,0.016513951274487976
1,4380,0.00012755179934534894
1,660,0.012293386416218254
-1,430,0.005653135401434727
1,2090,0.0016399651436560618
-1,1360,0.003355370070568243
-1,1250,0.0032868111524861376
-1,4340,0.0001132101761279015
1,1190,0.011228492390639295
1,1820,0.004629755594030703
1,920,0.003283285540611872
1,1030,0.010520421287526333
1,1870,0.0016015818821270985
1,410,0.0012614496598073672
-1,540,0.0007495726339091111
1,2500,0.0028785663849479485
-1,3130,0.0006460193393752858
-1,1610,0.0022735680630561832
1,1340,0.0036107727695920445
-1,520,0.003884094643517967
1,1820,0.0021528481981066164
-1,480,0.0015677244349701605
1,520,0.009242071383376656
1,950,0.002932314390572208
-1,2890,0.001861814929270823
-1,520,0.008415077115433933
-1,2360,0.0004490177547326504
1,2000,0.004769055071015811
-1,3470,0.0006356174425019527
-1,660,0.0022393107298906505
-1,470,0.0072638228955612845
1,2710,0.0005176713283534824
1,3280,0.00039655289092822436
1,1300,0.007892444951079885
-1,1480,0.0049357677348373175
1,1600,0.0031784589407330166
1,400,0.013437445822829606
-1,1010,0.005612617406007169
1,2070,0.003986546575714654
-1,2180,0.0010080841688561465
-1,950,0.002801886188804254
1,740,0.0024806697056232543
1,750,0.0065307833208588
-1,620,0.007399941152395494
-1,810,0.009982461877044818
-1,1500,0.004839149067599465
1,1410,0.003082244957520789
1,750,0.006417061380025684
1,1380,0.002367277426342456
-1,580,0.012442501681180303
-1,1150,0.002769360828388526
-1,520,0.0007469534773182156
1,1100,0.002479784894811548
1,1020,0.01235430068560232
1,3100,0.0004914607378311372
-1,1720,0.002418685797746824
-1,2740,0.0017430289428231975
-1,1440,0.0004196942861097
1,890,0.012521752973788046
1,2140,0.0025558423871970813
-1,1000,0.004993587115829545
-1,1360,0.0006552564099270306
1,1100,0.0019187835026393007
-1,1000,0.0008138966995644759
-1,810,0.002241253027360997
1,400,0.009763214588473533
-1,1350,0.003626884576939977
-1,1910,0.003355203087897438
-1,2020,0.0018808598919613495
1,1030,0.007906070661262346
1,1160,0.004436021636811916
-1,1800,0.00399520603820374
-1,270,0.0011610114255450122
-1,1860,0.0023262325171426778
1,620,0.002108913458206553
1,4090,0.0005412499559666391
-1,270,0.0007296774675239866
1,2110,0.0020636232765980965
1,4950,0.00023216640945759122
1,470,0.009386811772250973
-1,2680,0.0017671928833611736
1,1280,0.0006702653805255334
-1,1080,0.006778857748209994
-1,4500,0.0003405929307032304
-1,730,0.007010798718358044
-1,2190,0.0012945437552948108
-1,1450,0.0028999215797828708
1,3700,0.0009150560031066043
-1,1290,0.004938632787743845
-1,1220,0.004601333766954551
-1,1960,0.0025024061116653393
1,1740,0.003403146904896621
-1,4150,0.00036460437088546034
-1,920,0.0020867621420927775
-1,1720,0.004550939414223788
1,1870,0.002757436801189544
-1,1440,0.005781665840015104
1,3990,7.73251886143994e-05
-1,2660,0.0003075366146957309
-1,1220,0.004194125489371106
1,700,0.007327383136221576
-1,4070,0.00043864617173265024
1,870,0.005706590686564156
-1,2660,0.00029926510187039244
-1,1110,0.005385341625010521
1,3700,0.0001099446468692724
1,3030,0.0014222606407185484
1,650,0.006457562626812756
1,740,0.007064020856459319
1,1550,0.005713845616277419
-1,3230,0.0008403924124993082
-1,1110,0.003667671968166147
-1,580,0.004316122589524916
1,750,0.006893154451266573
1,330,0.0021677451467929016
1,1020,0.003888954400832217
-1,620,0.0037285010456404154
1,3120,0.0002527451165551609
-1,900,0.007551850774381992
1,2700,0.0017705102505888883
-1,640,0.008980161023421664
-1,2320,0.0007495126927532982
1,5330,0.000182230878309818
1,2290,0.0029311181257631364
-1,1820,0.0039748210728268365
-1,10110,1.2073163078191692e-09
1,5840,4.326441848813913e-05
1,2190,0.0008200738496671666
-1,490,0.003187661532314211
-1,2610,0.001820838463893892
1,2170,0.0009923150611910025
-1,370,0.00334831797889101
-1,840,0.004732966586814853
1,1820,0.004532124387171147
-1,570,0.0025862824747183463
1,500,0.005346957924347802
1,1140,0.007366987940674512
1,860,0.014733821863560162
1,6720,1.8748169065832024e-05
1,2190,0.0017269971636912093
1,4340,0.00024431969424382503
-1,6200,3.3346641471971585e-05
-1,1280,0.0007539533970588114
1,1320,0.0016893367143840305
-1,2670,0.0014294019336591618
1,1430,0.004383245093282924
-1,910,0.006187818687722673
1,740,0.0008308836474134668
1,1810,0.0005582882356545476
-1,3130,0.00013660946702845247
-1,1950,0.002006604642231098
-1,1540,0.0032560018728680345
-1,3490,0.0009706968427642443
1,2510,0.0003146909843010975
1,2340,0.0007293281241380214
-1,1370,0.006053498171663714
-1,1870,0.002870174068375637
1,750,0.01133096786075273
1,3220,0.0017087147697660567
-1,1580,0.004305394097561501
-1,1190,0.00798936096533785
-1,1550,0.00485609596894582
1,1560,0.006404609921109963
-1,530,0.004324181025840785
-1,1740,0.002242015384293621
1,390,0.009063860936125625
-1,980,0.004200071745663249
-1,1150,0.0010576665189419448
-1,700,0.006153205022694701
-1,1380,0.0036691483512137106
1,870,0.0065839624174961866
-1,570,0.002139248972994803
1,930,0.0014224495419522985
-1,640,0.005615811850064078
-1,330,0.0023698151413483167
1,750,0.0051418730756086824
1,1190,0.0015088271418324793
1,1190,0.00209053915407254
-1,570,0.004904744583573577
1,410,0.00033781774236111005
-1,1380,0.0011876272663400482
-1,610,0.00296220914867572
-1,6860,3.2858188114921816e-05
1,1630,0.00012028788273848346
1,1490,0.001423621882786115
1,2830,0.0013561582226030867
-1,1710,0.0035445041635498945
1,1330,0.008397490305867707
-1,2480,0.0004800216884083301
1,2930,0.0014650826055294332
-1,3510,5.737089616629998e-05
1,270,0.0007296774675239869
-1,3360,0.0008577991943743311
1,4610,0.00020018075451133687
-1,640,0.007947744735811165
1,2890,0.001376945552340426
-1,2740,0.0006287612501420125
-1,2210,0.0014149096988504892
1,2100,0.003109502624970427
1,2250,0.0007169007401036219
1,620,0.0013325786075389994
-1,430,0.0037317904756910356
1,1060,0.0010921421366203376
1,420,0.006553737162266486
1,1700,0.0036457288405038037
-1,1360,0.0013883300591687087
-1,2280,0.00040210803713408187
-1,450,0.0022273628580612567
1,1710,0.0014109104847583286
1,920,0.0036024432944444513
-1,410,0.002349888277934052
-1,1450,0.003496492719120819
-1,2360,0.0028506399377256574
1,370,0.008697330353656715
-1,1720,0.0014120683960764642
1,2070,0.0025752386599337514
1,120,1.2815799578523292e-05
1,420,0.005898702082289732
1,980,0.0025583068334655095
-1,1310,0.0017129485426216927
1,320,0.0005845732384909651
1,620,0.009049939709266213
1,1050,0.009812862808505763
1,1110,0.009993036970262112
1,1200,0.004704932451238348
1,730,0.0074777148100982835
-1,3220,0.0008962924619268895
1,780,0.0017274492137018408
-1,630,0.005911556097109717
-1,4290,0.0001652978283291267
-1,1930,0.002429320947518093
-1,2400,0.0015233078301075758
1,3280,0.000629126215340826
1,2070,0.002454158113007549
-1,1010,0.008994043038104844
1,1410,0.0012060385225472633
1,870,0.0021878864235175283
-1,770,0.006429522664969474
1,1420,0.01014563706086499
-1,860,0.005957771291379212
1,700,0.0026657833489115586
-1,960,0.0031930265243584567
1,570,0.0028478119328317502
-1,460,0.0025309493255339112
-1,3570,0.0006570306457136569
1,170,0.00012350325718442348
1,2470,0.0002817937167846999
1,1030,0.0007948582521692733
1,1000,0.0026745774114929227
-1,810,0.005075271217816518
-1,3920,3.0103641737324897e-05
1,900,0.006792476011439503
1,640,0.013224744743312391
1,3500,0.0005066327340365843
1,320,0.0007281292668618718
1,1030,0.010560207918751004
1,1690,0.0014428628816392714
-1,2050,0.0033066437219572997
-1,1180,0.007284694306961145
1,800,0.008678865514343957
-1,1170,0.006308806765927981
1,1210,0.004474142387377947
-1,500,0.004851035707967075
1,3900,0.00046649571371756545
1,450,0.00015156353621742242
-1,1980,0.0034977320175069225
1,860,0.008481946449926163
-1,680,0.008461761714221916
-1,370,0.001410384314657968
-1,1010,0.001897878189275934
-1,990,0.005008497158827213
1,1970,0.0020386798628034414
-1,190,0.00021106666956359436
-1,2550,0.000528550175133094
1,1040,0.008430664550479975
-1,280,0.0008025407651077863
1,790,0.015103010310586995
-1,930,0.0007907929562377081
-1,2280,0.0011379917010300466
1,1420,0.007010895594622749
1,680,0.0007717452528209493
1,2090,0.00038290643781129825
1,770,0.003238160268430268
-1,2190,0.000977489336831173
1,600,0.014664648550229144
1,570,0.008029406186563472
1,1410,0.0013533796133986923
-1,460,0.00795534767799888
-1,1120,0.003239766266830078
1,960,0.01121080753430681
1,730,0.013786737412568525
1,740,0.004323801211911763
1,1080,0.011594466578488193
-1,1000,0.009422613389350645
-1,600,0.006516185878261332
1,1150,0.0022107028843573392
-1,1510,0.004684768483933941
1,1780,0.004572497918246877
1,1290,0.006041720499173118
-1,1310,0.004619175380502155
-1,740,0.0065666939999629885
-1,1300,0.005333806982832263
-1,2260,0.0013338769373902198
-1,1320,0.0054169354390454305
-1,930,0.005859216056451762
-1,1770,0.0011143402828215835
-1,2740,0.0017347021224776468
-1,3240,0.000964690141836241
1,1420,0.004114478926010339
-1,1110,0.005273706342827071
-1,690,0.009297615602315039
-1,2970,0.0015322132822075635
-1,1440,0.001724928307742902
-1,1180,0.002560167659539128
-1,780,0.00411175379451061
1,1020,0.006586939264918435
