trial,choice,rt,valueLeft,valueRight,fixItem,fixTime
172,1,1750,3,4,0,200
172,1,1750,3,4,2,470
172,1,1750,3,4,0,90
172,1,1750,3,4,1,380
172,1,1750,3,4,0,80
172,1,1750,3,4,2,530
173,1,440,3,5,0,170
173,1,440,3,5,2,190
173,1,440,3,5,0,70
173,1,440,3,5,1,10
174,1,1640,3,6,0,190
174,1,1640,3,6,1,370
174,1,1640,3,6,0,90
174,1,1640,3,6,2,400
174,1,1640,3,6,0,80
174,1,1640,3,6,1,510
175,1,960,3,4,0,160
175,1,960,3,4,1,240
175,1,960,3,4,0,90
175,1,960,3,4,2,470
176,-1,7620,3,2,0,260
176,-1,7620,3,2,1,490
176,-1,7620,3,2,0,160
176,-1,7620,3,2,2,550
176,-1,7620,3,2,0,80
176,-1,7620,3,2,1,1230
176,-1,7620,3,2,0,70
176,-1,7620,3,2,2,410
176,-1,7620,3,2,0,60
176,-1,7620,3,2,1,600
176,-1,7620,3,2,0,80
176,-1,7620,3,2,2,720
176,-1,7620,3,2,0,70
176,-1,7620,3,2,1,360
176,-1,7620,3,2,0,70
176,-1,7620,3,2,2,480
176,-1,7620,3,2,0,70
176,-1,7620,3,2,1,160
176,-1,7620,3,2,0,90
176,-1,7620,3,2,2,610
176,-1,7620,3,2,0,70
176,-1,7620,3,2,1,870
176,-1,7620,3,2,0,60
177,-1,470,3,5,0,170
177,-1,470,3,5,1,300
178,-1,1170,3,1,0,190
178,-1,1170,3,1,1,340
178,-1,1170,3,1,0,80
178,-1,1170,3,1,2,440
178,-1,1170,3,1,0,70
178,-1,1170,3,1,1,50
179,-1,440,3,2,0,190
179,-1,440,3,2,1,190
179,-1,440,3,2,0,60
180,1,800,3,6,0,220
180,1,800,3,6,1,160
180,1,800,3,6,0,200
180,1,800,3,6,2,220
181,1,1390,3,5,0,220
181,1,1390,3,5,1,230
181,1,1390,3,5,0,70
181,1,1390,3,5,2,220
181,1,1390,3,5,0,70
181,1,1390,3,5,1,360
181,1,1390,3,5,0,220
182,1,2310,3,5,0,230
182,1,2310,3,5,1,120
182,1,2310,3,5,0,90
182,1,2310,3,5,2,450
182,1,2310,3,5,0,90
182,1,2310,3,5,1,970
182,1,2310,3,5,0,80
182,1,2310,3,5,2,280
183,-1,1850,3,0,0,100
183,-1,1850,3,0,1,120
183,-1,1850,3,0,0,50
183,-1,1850,3,0,2,730
183,-1,1850,3,0,0,80
183,-1,1850,3,0,1,770
184,1,2440,3,3,0,200
184,1,2440,3,3,1,390
184,1,2440,3,3,0,160
184,1,2440,3,3,2,200
184,1,2440,3,3,0,80
184,1,2440,3,3,1,580
184,1,2440,3,3,0,100
184,1,2440,3,3,2,340
184,1,2440,3,3,0,90
184,1,2440,3,3,1,300
185,1,3590,3,4,0,230
185,1,3590,3,4,1,720
185,1,3590,3,4,0,140
185,1,3590,3,4,2,470
185,1,3590,3,4,0,70
185,1,3590,3,4,1,1190
185,1,3590,3,4,0,70
185,1,3590,3,4,2,700
186,-1,1980,3,1,0,270
186,-1,1980,3,1,2,160
186,-1,1980,3,1,0,320
186,-1,1980,3,1,1,400
186,-1,1980,3,1,0,90
186,-1,1980,3,1,2,470
186,-1,1980,3,1,0,70
186,-1,1980,3,1,1,200
187,1,2250,3,4,0,320
187,1,2250,3,4,2,380
187,1,2250,3,4,0,70
187,1,2250,3,4,1,520
187,1,2250,3,4,0,80
187,1,2250,3,4,2,880
188,-1,1610,3,2,0,210
188,-1,1610,3,2,2,240
188,-1,1610,3,2,0,80
188,-1,1610,3,2,1,470
188,-1,1610,3,2,0,140
188,-1,1610,3,2,2,420
188,-1,1610,3,2,0,50
189,-1,1560,3,2,0,230
189,-1,1560,3,2,1,380
189,-1,1560,3,2,0,70
189,-1,1560,3,2,2,620
189,-1,1560,3,2,0,70
189,-1,1560,3,2,1,190
190,-1,670,3,3,0,290
190,-1,670,3,3,1,370
190,-1,670,3,3,0,10
191,-1,930,3,2,0,250
191,-1,930,3,2,1,330
191,-1,930,3,2,0,70
191,-1,930,3,2,2,280
192,-1,1010,3,2,0,220
192,-1,1010,3,2,1,220
192,-1,1010,3,2,0,570
193,-1,2670,3,3,0,240
193,-1,2670,3,3,2,240
193,-1,2670,3,3,0,340
193,-1,2670,3,3,1,880
193,-1,2670,3,3,0,70
193,-1,2670,3,3,2,580
193,-1,2670,3,3,0,70
193,-1,2670,3,3,1,250
194,-1,1070,3,1,0,220
194,-1,1070,3,1,2,440
194,-1,1070,3,1,0,60
194,-1,1070,3,1,1,350
195,1,1040,3,4,0,220
195,1,1040,3,4,1,280
195,1,1040,3,4,0,90
195,1,1040,3,4,2,450
196,1,3440,3,5,0,230
196,1,3440,3,5,1,200
196,1,3440,3,5,0,90
196,1,3440,3,5,2,510
196,1,3440,3,5,0,90
196,1,3440,3,5,1,820
196,1,3440,3,5,0,70
196,1,3440,3,5,2,1210
196,1,3440,3,5,0,80
196,1,3440,3,5,1,140
197,-1,2280,3,0,0,270
197,-1,2280,3,0,1,210
197,-1,2280,3,0,0,60
197,-1,2280,3,0,2,540
197,-1,2280,3,0,0,80
197,-1,2280,3,0,1,140
197,-1,2280,3,0,0,80
197,-1,2280,3,0,2,510
197,-1,2280,3,0,0,90
197,-1,2280,3,0,1,300
198,-1,4080,3,1,0,270
198,-1,4080,3,1,1,200
198,-1,4080,3,1,0,40
198,-1,4080,3,1,2,420
198,-1,4080,3,1,0,70
198,-1,4080,3,1,1,730
198,-1,4080,3,1,0,90
198,-1,4080,3,1,2,1190
198,-1,4080,3,1,0,80
198,-1,4080,3,1,1,200
198,-1,4080,3,1,0,80
198,-1,4080,3,1,2,530
198,-1,4080,3,1,0,50
198,-1,4080,3,1,1,130
199,-1,1210,3,1,0,230
199,-1,1210,3,1,1,340
199,-1,1210,3,1,0,80
199,-1,1210,3,1,2,380
199,-1,1210,3,1,0,70
199,-1,1210,3,1,1,110
200,-1,810,3,1,0,340
200,-1,810,3,1,1,370
200,-1,810,3,1,0,60
200,-1,810,3,1,2,40
201,1,630,3,1,0,210
201,1,630,3,1,1,220
201,1,630,3,1,0,80
201,1,630,3,1,2,120
202,1,310,3,3,0,170
202,1,310,3,3,2,140
203,-1,1240,3,2,0,210
203,-1,1240,3,2,2,430
203,-1,1240,3,2,0,60
203,-1,1240,3,2,1,540
204,-1,500,3,1,0,230
204,-1,500,3,1,2,240
204,-1,500,3,1,0,30
205,-1,750,3,1,0,260
205,-1,750,3,1,2,490
206,-1,1170,3,0,0,270
206,-1,1170,3,0,1,330
206,-1,1170,3,0,0,50
206,-1,1170,3,0,2,360
206,-1,1170,3,0,0,60
206,-1,1170,3,0,1,100
207,-1,2790,3,1,0,420
207,-1,2790,3,1,1,210
207,-1,2790,3,1,0,70
207,-1,2790,3,1,2,390
207,-1,2790,3,1,0,70
207,-1,2790,3,1,1,470
207,-1,2790,3,1,0,80
207,-1,2790,3,1,2,500
207,-1,2790,3,1,0,90
207,-1,2790,3,1,1,390
207,-1,2790,3,1,0,70
207,-1,2790,3,1,2,30
208,-1,2060,3,1,0,320
208,-1,2060,3,1,1,320
208,-1,2060,3,1,0,60
208,-1,2060,3,1,2,280
208,-1,2060,3,1,0,300
208,-1,2060,3,1,1,780
209,-1,1740,3,3,0,200
209,-1,1740,3,3,1,180
209,-1,1740,3,3,0,70
209,-1,1740,3,3,2,250
209,-1,1740,3,3,0,70
209,-1,1740,3,3,1,570
209,-1,1740,3,3,0,170
209,-1,1740,3,3,2,230
210,-1,800,3,0,0,230
210,-1,800,3,0,2,220
210,-1,800,3,0,0,80
210,-1,800,3,0,1,270
211,-1,1990,3,1,0,320
211,-1,1990,3,1,2,390
211,-1,1990,3,1,0,80
211,-1,1990,3,1,1,480
211,-1,1990,3,1,0,80
211,-1,1990,3,1,2,250
211,-1,1990,3,1,0,90
211,-1,1990,3,1,1,300
212,-1,530,3,1,0,200
212,-1,530,3,1,2,330
213,-1,1420,3,2,0,230
213,-1,1420,3,2,2,220
213,-1,1420,3,2,0,60
213,-1,1420,3,2,1,480
213,-1,1420,3,2,0,70
213,-1,1420,3,2,2,360
214,1,2960,3,4,0,310
214,1,2960,3,4,2,320
214,1,2960,3,4,0,60
214,1,2960,3,4,1,230
214,1,2960,3,4,0,80
214,1,2960,3,4,2,670
214,1,2960,3,4,0,70
214,1,2960,3,4,1,960
214,1,2960,3,4,0,80
214,1,2960,3,4,2,180
215,1,2150,3,4,0,240
215,1,2150,3,4,1,340
215,1,2150,3,4,0,80
215,1,2150,3,4,2,1490
216,-1,490,3,1,0,290
216,-1,490,3,1,2,190
216,-1,490,3,1,0,10
217,-1,2370,3,5,0,320
217,-1,2370,3,5,1,290
217,-1,2370,3,5,0,80
217,-1,2370,3,5,2,600
217,-1,2370,3,5,0,80
217,-1,2370,3,5,1,1000
218,1,1010,3,5,0,200
218,1,1010,3,5,1,210
218,1,1010,3,5,0,70
218,1,1010,3,5,2,520
218,1,1010,3,5,0,10
219,1,640,3,4,0,190
219,1,640,3,4,1,160
219,1,640,3,4,0,70
219,1,640,3,4,2,220
220,-1,520,3,1,0,230
220,-1,520,3,1,1,180
220,-1,520,3,1,0,60
220,-1,520,3,1,2,50
221,1,3590,3,4,0,240
221,1,3590,3,4,1,180
221,1,3590,3,4,0,290
221,1,3590,3,4,2,690
221,1,3590,3,4,0,50
221,1,3590,3,4,1,1300
221,1,3590,3,4,0,60
221,1,3590,3,4,2,780
222,1,350,3,1,0,300
222,1,350,3,1,2,50
223,1,790,3,5,0,300
223,1,790,3,5,1,200
223,1,790,3,5,0,70
223,1,790,3,5,2,220
224,-1,630,3,1,0,220
224,-1,630,3,1,2,190
224,-1,630,3,1,0,80
224,-1,630,3,1,1,140
225,-1,450,3,0,0,340
225,-1,450,3,0,2,110
226,-1,2670,3,3,0,290
226,-1,2670,3,3,1,310
226,-1,2670,3,3,0,90
226,-1,2670,3,3,2,630
226,-1,2670,3,3,0,70
226,-1,2670,3,3,1,1280
227,1,750,3,5,0,240
227,1,750,3,5,1,470
227,1,750,3,5,0,40
228,1,1720,3,4,0,210
228,1,1720,3,4,1,230
228,1,1720,3,4,0,200
228,1,1720,3,4,2,200
228,1,1720,3,4,0,80
228,1,1720,3,4,1,600
228,1,1720,3,4,0,90
228,1,1720,3,4,2,110
229,-1,1280,3,0,0,190
229,-1,1280,3,0,1,240
229,-1,1280,3,0,0,290
229,-1,1280,3,0,2,410
229,-1,1280,3,0,0,80
229,-1,1280,3,0,1,70
230,-1,4600,3,2,0,210
230,-1,4600,3,2,1,340
230,-1,4600,3,2,0,150
230,-1,4600,3,2,2,620
230,-1,4600,3,2,0,70
230,-1,4600,3,2,1,660
230,-1,4600,3,2,0,100
230,-1,4600,3,2,2,500
230,-1,4600,3,2,0,70
230,-1,4600,3,2,1,930
230,-1,4600,3,2,0,70
230,-1,4600,3,2,2,490
230,-1,4600,3,2,0,80
230,-1,4600,3,2,1,310
231,1,1490,3,4,0,240
231,1,1490,3,4,2,220
231,1,1490,3,4,0,90
231,1,1490,3,4,1,490
231,1,1490,3,4,0,70
231,1,1490,3,4,2,380
232,-1,2090,3,1,0,180
232,-1,2090,3,1,2,460
232,-1,2090,3,1,0,80
232,-1,2090,3,1,1,300
232,-1,2090,3,1,0,70
232,-1,2090,3,1,2,620
232,-1,2090,3,1,0,80
232,-1,2090,3,1,1,300
233,1,1940,3,5,0,290
233,1,1940,3,5,1,120
233,1,1940,3,5,0,70
233,1,1940,3,5,2,260
233,1,1940,3,5,0,70
233,1,1940,3,5,1,790
233,1,1940,3,5,0,230
233,1,1940,3,5,2,110
234,-1,880,3,2,0,230
234,-1,880,3,2,1,490
234,-1,880,3,2,0,80
234,-1,880,3,2,2,80
235,1,1590,3,4,0,190
235,1,1590,3,4,2,150
235,1,1590,3,4,0,90
235,1,1590,3,4,1,330
235,1,1590,3,4,0,90
235,1,1590,3,4,2,740
236,-1,1870,3,1,0,220
236,-1,1870,3,1,1,110
236,-1,1870,3,1,0,70
236,-1,1870,3,1,2,490
236,-1,1870,3,1,0,70
236,-1,1870,3,1,1,910
237,-1,840,3,2,0,200
237,-1,840,3,2,1,200
237,-1,840,3,2,0,350
237,-1,840,3,2,2,90
238,-1,610,3,2,0,270
238,-1,610,3,2,1,340
239,1,410,3,6,0,260
239,1,410,3,6,2,150
240,1,910,3,5,0,310
240,1,910,3,5,1,330
240,1,910,3,5,0,60
240,1,910,3,5,2,210
241,1,1000,3,6,0,280
241,1,1000,3,6,1,350
241,1,1000,3,6,0,80
241,1,1000,3,6,2,290
242,1,1690,3,5,0,220
242,1,1690,3,5,2,320
242,1,1690,3,5,0,80
242,1,1690,3,5,1,440
242,1,1690,3,5,0,70
242,1,1690,3,5,2,560
243,-1,2250,3,1,0,230
243,-1,2250,3,1,1,190
243,-1,2250,3,1,0,70
243,-1,2250,3,1,2,540
243,-1,2250,3,1,0,70
243,-1,2250,3,1,1,1150
244,-1,1890,3,2,0,270
244,-1,1890,3,2,1,280
244,-1,1890,3,2,0,70
244,-1,1890,3,2,2,450
244,-1,1890,3,2,0,510
244,-1,1890,3,2,1,310
245,1,2170,3,4,0,240
245,1,2170,3,4,2,530
245,1,2170,3,4,0,90
245,1,2170,3,4,1,630
245,1,2170,3,4,0,70
245,1,2170,3,4,2,610
246,1,540,3,5,0,270
246,1,540,3,5,2,270
247,-1,1540,3,2,0,200
247,-1,1540,3,2,1,240
247,-1,1540,3,2,0,240
247,-1,1540,3,2,2,370
247,-1,1540,3,2,0,120
247,-1,1540,3,2,1,370
248,-1,840,3,2,0,250
248,-1,840,3,2,1,360
248,-1,840,3,2,0,70
248,-1,840,3,2,2,160
249,-1,420,3,5,0,220
249,-1,420,3,5,1,200
250,1,1000,3,4,0,120
250,1,1000,3,4,1,320
250,1,1000,3,4,0,60
250,1,1000,3,4,2,500
251,-1,1490,3,0,0,250
251,-1,1490,3,0,1,240
251,-1,1490,3,0,0,110
251,-1,1490,3,0,2,890
252,1,830,3,2,0,450
252,1,830,3,2,2,270
252,1,830,3,2,0,80
252,1,830,3,2,1,30
253,-1,660,3,1,0,210
253,-1,660,3,1,1,450
254,-1,1940,3,1,0,220
254,-1,1940,3,1,1,570
254,-1,1940,3,1,0,70
254,-1,1940,3,1,2,510
254,-1,1940,3,1,0,70
254,-1,1940,3,1,1,500
255,-1,5180,3,2,0,240
255,-1,5180,3,2,1,250
255,-1,5180,3,2,0,90
255,-1,5180,3,2,2,820
255,-1,5180,3,2,0,110
255,-1,5180,3,2,1,550
255,-1,5180,3,2,0,80
255,-1,5180,3,2,2,810
255,-1,5180,3,2,0,70
255,-1,5180,3,2,1,2160
256,1,2420,3,4,0,340
256,1,2420,3,4,1,310
256,1,2420,3,4,0,150
256,1,2420,3,4,2,370
256,1,2420,3,4,0,80
256,1,2420,3,4,1,420
256,1,2420,3,4,0,140
256,1,2420,3,4,2,400
256,1,2420,3,4,0,90
256,1,2420,3,4,1,120
257,-1,350,3,1,0,210
257,-1,350,3,1,1,140
258,-1,1590,3,1,0,210
258,-1,1590,3,1,1,560
258,-1,1590,3,1,0,70
258,-1,1590,3,1,2,300
258,-1,1590,3,1,0,70
258,-1,1590,3,1,1,380
259,1,3410,3,5,0,320
259,1,3410,3,5,1,250
259,1,3410,3,5,0,60
259,1,3410,3,5,2,1500
259,1,3410,3,5,0,90
259,1,3410,3,5,1,570
259,1,3410,3,5,0,80
259,1,3410,3,5,2,420
259,1,3410,3,5,0,60
259,1,3410,3,5,1,60
260,1,760,3,2,0,230
260,1,760,3,2,1,190
260,1,760,3,2,0,80
260,1,760,3,2,2,210
260,1,760,3,2,0,50
261,1,1320,3,3,0,280
261,1,1320,3,3,2,270
261,1,1320,3,3,0,70
261,1,1320,3,3,1,160
261,1,1320,3,3,0,70
261,1,1320,3,3,2,470
262,1,710,3,6,0,260
262,1,710,3,6,2,450
263,1,2390,3,4,0,220
263,1,2390,3,4,1,120
263,1,2390,3,4,0,80
263,1,2390,3,4,2,420
263,1,2390,3,4,0,70
263,1,2390,3,4,1,860
263,1,2390,3,4,0,60
263,1,2390,3,4,2,560
264,1,3850,3,2,0,250
264,1,3850,3,2,2,210
264,1,3850,3,2,0,80
264,1,3850,3,2,1,670
264,1,3850,3,2,0,80
264,1,3850,3,2,2,1730
264,1,3850,3,2,0,60
264,1,3850,3,2,1,370
264,1,3850,3,2,0,270
264,1,3850,3,2,2,130
265,-1,490,3,6,0,200
265,-1,490,3,6,1,220
265,-1,490,3,6,0,70
266,1,2800,3,4,0,360
266,1,2800,3,4,1,220
266,1,2800,3,4,0,80
266,1,2800,3,4,2,410
266,1,2800,3,4,0,50
266,1,2800,3,4,1,840
266,1,2800,3,4,0,70
266,1,2800,3,4,2,770
267,-1,2140,3,4,0,320
267,-1,2140,3,4,1,160
267,-1,2140,3,4,0,200
267,-1,2140,3,4,2,1220
267,-1,2140,3,4,0,80
267,-1,2140,3,4,1,160
268,-1,2980,3,0,0,220
268,-1,2980,3,0,2,210
268,-1,2980,3,0,0,80
268,-1,2980,3,0,1,670
268,-1,2980,3,0,0,80
268,-1,2980,3,0,2,1390
268,-1,2980,3,0,0,250
268,-1,2980,3,0,1,80
269,-1,790,3,6,0,330
269,-1,790,3,6,1,460
270,-1,2370,3,1,0,220
270,-1,2370,3,1,2,340
270,-1,2370,3,1,0,70
270,-1,2370,3,1,1,530
270,-1,2370,3,1,0,290
270,-1,2370,3,1,2,920
271,-1,1620,3,0,0,240
271,-1,1620,3,0,1,220
271,-1,1620,3,0,0,80
271,-1,1620,3,0,2,480
271,-1,1620,3,0,0,90
271,-1,1620,3,0,1,510
272,-1,1040,3,0,0,320
272,-1,1040,3,0,2,280
272,-1,1040,3,0,0,170
272,-1,1040,3,0,1,270
273,1,250,3,5,0,180
273,1,250,3,5,2,70
274,1,1890,3,5,0,290
274,1,1890,3,5,1,290
274,1,1890,3,5,0,170
274,1,1890,3,5,2,400
274,1,1890,3,5,0,70
274,1,1890,3,5,1,430
274,1,1890,3,5,0,80
274,1,1890,3,5,2,160
275,1,370,3,5,0,370
276,-1,1990,3,2,0,240
276,-1,1990,3,2,2,250
276,-1,1990,3,2,0,90
276,-1,1990,3,2,1,340
276,-1,1990,3,2,0,70
276,-1,1990,3,2,2,690
276,-1,1990,3,2,0,130
276,-1,1990,3,2,1,180
277,1,1350,3,6,0,200
277,1,1350,3,6,2,320
277,1,1350,3,6,0,70
277,1,1350,3,6,1,410
277,1,1350,3,6,0,70
277,1,1350,3,6,2,280
278,-1,720,3,3,0,280
278,-1,720,3,3,1,440
279,1,1720,3,4,0,250
279,1,1720,3,4,2,220
279,1,1720,3,4,0,70
279,1,1720,3,4,1,940
279,1,1720,3,4,0,100
279,1,1720,3,4,2,140
280,-1,730,3,2,0,200
280,-1,730,3,2,1,150
280,-1,730,3,2,0,70
280,-1,730,3,2,2,310
281,1,3430,3,3,0,220
281,1,3430,3,3,2,270
281,1,3430,3,3,0,80
281,1,3430,3,3,1,500
281,1,3430,3,3,0,70
281,1,3430,3,3,2,810
281,1,3430,3,3,0,90
281,1,3430,3,3,1,570
281,1,3430,3,3,0,70
281,1,3430,3,3,2,420
281,1,3430,3,3,0,90
281,1,3430,3,3,1,240
282,-1,910,3,1,0,300
282,-1,910,3,1,1,610
283,-1,1820,3,2,0,210
283,-1,1820,3,2,2,290
283,-1,1820,3,2,0,70
283,-1,1820,3,2,1,680
283,-1,1820,3,2,0,60
283,-1,1820,3,2,2,510
284,-1,1340,3,1,0,230
284,-1,1340,3,1,2,230
284,-1,1340,3,1,0,80
284,-1,1340,3,1,1,420
284,-1,1340,3,1,0,70
284,-1,1340,3,1,2,310
285,-1,2110,3,2,0,220
285,-1,2110,3,2,1,330
285,-1,2110,3,2,0,80
285,-1,2110,3,2,2,680
285,-1,2110,3,2,0,80
285,-1,2110,3,2,1,720
286,1,2180,3,6,0,210
286,1,2180,3,6,1,210
286,1,2180,3,6,0,90
286,1,2180,3,6,2,350
286,1,2180,3,6,0,60
286,1,2180,3,6,1,740
286,1,2180,3,6,0,80
286,1,2180,3,6,2,360
286,1,2180,3,6,0,80
287,-1,2990,3,4,0,160
287,-1,2990,3,4,2,230
287,-1,2990,3,4,0,60
287,-1,2990,3,4,1,400
287,-1,2990,3,4,0,50
287,-1,2990,3,4,2,320
287,-1,2990,3,4,0,90
287,-1,2990,3,4,1,540
287,-1,2990,3,4,0,70
287,-1,2990,3,4,2,200
287,-1,2990,3,4,0,80
287,-1,2990,3,4,1,660
287,-1,2990,3,4,0,80
287,-1,2990,3,4,2,50
288,-1,380,3,1,0,300
288,-1,380,3,1,2,80
289,-1,490,3,0,0,250
289,-1,490,3,0,1,240
290,1,1420,3,6,0,200
290,1,1420,3,6,1,780
290,1,1420,3,6,0,80
290,1,1420,3,6,2,360
291,1,1620,3,6,0,190
291,1,1620,3,6,1,300
291,1,1620,3,6,0,80
291,1,1620,3,6,2,260
291,1,1620,3,6,0,80
291,1,1620,3,6,1,290
291,1,1620,3,6,0,70
291,1,1620,3,6,2,330
291,1,1620,3,6,0,20
292,1,1130,3,6,0,370
292,1,1130,3,6,1,220
292,1,1130,3,6,0,60
292,1,1130,3,6,2,480
293,-1,1340,3,1,0,260
293,-1,1340,3,1,2,140
293,-1,1340,3,1,0,80
293,-1,1340,3,1,1,860
294,1,2400,3,6,0,260
294,1,2400,3,6,1,210
294,1,2400,3,6,0,140
294,1,2400,3,6,2,590
294,1,2400,3,6,0,70
294,1,2400,3,6,1,680
294,1,2400,3,6,0,80
294,1,2400,3,6,2,370
295,-1,2310,3,0,0,250
295,-1,2310,3,0,2,360
295,-1,2310,3,0,0,90
295,-1,2310,3,0,1,390
295,-1,2310,3,0,0,120
295,-1,2310,3,0,2,790
295,-1,2310,3,0,0,90
295,-1,2310,3,0,1,220
296,1,2450,3,4,0,190
296,1,2450,3,4,1,640
296,1,2450,3,4,0,70
296,1,2450,3,4,2,570
296,1,2450,3,4,0,230
296,1,2450,3,4,1,350
296,1,2450,3,4,0,70
296,1,2450,3,4,2,330
297,1,840,3,6,0,210
297,1,840,3,6,1,180
297,1,840,3,6,0,80
297,1,840,3,6,2,370
298,-1,2510,3,2,0,210
298,-1,2510,3,2,2,160
298,-1,2510,3,2,0,80
298,-1,2510,3,2,1,540
298,-1,2510,3,2,0,80
298,-1,2510,3,2,2,540
298,-1,2510,3,2,0,60
298,-1,2510,3,2,1,550
298,-1,2510,3,2,0,80
298,-1,2510,3,2,2,210
299,-1,690,3,0,0,180
299,-1,690,3,0,1,420
299,-1,690,3,0,0,90
300,-1,690,3,1,0,200
300,-1,690,3,1,1,320
300,-1,690,3,1,0,80
300,-1,690,3,1,2,90
301,-1,1590,3,3,0,220
301,-1,1590,3,3,1,390
301,-1,1590,3,3,0,70
301,-1,1590,3,3,2,390
301,-1,1590,3,3,0,60
301,-1,1590,3,3,1,460
302,1,4440,3,3,0,250
302,1,4440,3,3,1,180
302,1,4440,3,3,0,200
302,1,4440,3,3,2,630
302,1,4440,3,3,0,90
302,1,4440,3,3,1,580
302,1,4440,3,3,0,70
302,1,4440,3,3,2,840
302,1,4440,3,3,0,60
302,1,4440,3,3,1,1090
302,1,4440,3,3,0,70
302,1,4440,3,3,2,380
303,-1,840,3,0,0,240
303,-1,840,3,0,1,280
303,-1,840,3,0,0,70
303,-1,840,3,0,2,250
304,1,510,3,6,0,230
304,1,510,3,6,1,230
304,1,510,3,6,0,50
305,-1,1450,3,0,0,200
305,-1,1450,3,0,1,350
305,-1,1450,3,0,0,70
305,-1,1450,3,0,2,320
305,-1,1450,3,0,0,80
305,-1,1450,3,0,1,430
306,1,1670,3,3,0,280
306,1,1670,3,3,2,230
306,1,1670,3,3,0,90
306,1,1670,3,3,1,710
306,1,1670,3,3,0,60
306,1,1670,3,3,2,300
307,-1,410,3,1,0,220
307,-1,410,3,1,1,190
308,-1,720,3,3,0,200
308,-1,720,3,3,1,460
308,-1,720,3,3,0,60
309,-1,500,3,2,0,270
309,-1,500,3,2,1,220
309,-1,500,3,2,0,10
310,-1,390,3,0,0,220
310,-1,390,3,0,1,170
311,-1,230,3,3,0,230
312,1,2220,3,6,0,210
312,1,2220,3,6,2,180
312,1,2220,3,6,0,70
312,1,2220,3,6,1,410
312,1,2220,3,6,0,90
312,1,2220,3,6,2,460
312,1,2220,3,6,0,90
312,1,2220,3,6,1,490
312,1,2220,3,6,0,60
312,1,2220,3,6,2,160
313,1,1410,3,6,0,190
313,1,1410,3,6,1,280
313,1,1410,3,6,0,70
313,1,1410,3,6,2,320
313,1,1410,3,6,0,330
313,1,1410,3,6,1,220
314,1,3420,3,3,0,180
314,1,3420,3,3,1,150
314,1,3420,3,3,0,100
314,1,3420,3,3,2,520
314,1,3420,3,3,0,80
314,1,3420,3,3,1,190
314,1,3420,3,3,0,80
314,1,3420,3,3,2,820
314,1,3420,3,3,0,70
314,1,3420,3,3,1,590
314,1,3420,3,3,0,60
314,1,3420,3,3,2,580
315,-1,470,3,0,0,250
315,-1,470,3,0,1,220
316,1,3470,3,4,0,420
316,1,3470,3,4,2,1190
316,1,3470,3,4,0,70
316,1,3470,3,4,1,260
316,1,3470,3,4,0,70
316,1,3470,3,4,2,720
316,1,3470,3,4,0,80
316,1,3470,3,4,1,660
317,1,720,3,6,0,210
317,1,720,3,6,1,180
317,1,720,3,6,0,100
317,1,720,3,6,2,230
318,1,1190,3,4,0,250
318,1,1190,3,4,1,180
318,1,1190,3,4,0,70
318,1,1190,3,4,2,600
318,1,1190,3,4,0,90
319,-1,290,3,6,0,190
319,-1,290,3,6,1,100
320,-1,2660,3,1,0,240
320,-1,2660,3,1,2,230
320,-1,2660,3,1,0,70
320,-1,2660,3,1,1,520
320,-1,2660,3,1,0,80
320,-1,2660,3,1,2,1020
320,-1,2660,3,1,0,70
320,-1,2660,3,1,1,390
320,-1,2660,3,1,0,40
321,-1,1360,3,0,0,250
321,-1,1360,3,0,1,230
321,-1,1360,3,0,0,120
321,-1,1360,3,0,2,340
321,-1,1360,3,0,0,70
321,-1,1360,3,0,1,350
322,1,1200,3,5,0,220
322,1,1200,3,5,1,210
322,1,1200,3,5,0,260
322,1,1200,3,5,2,390
322,1,1200,3,5,0,60
322,1,1200,3,5,1,60
323,1,820,3,5,0,380
323,1,820,3,5,2,150
323,1,820,3,5,0,110
323,1,820,3,5,1,180
324,1,560,3,6,0,210
324,1,560,3,6,2,350
325,1,430,3,6,0,220
325,1,430,3,6,2,210
326,-1,570,3,0,0,240
326,-1,570,3,0,1,260
326,-1,570,3,0,0,70
327,1,480,3,4,0,260
327,1,480,3,4,1,220
328,1,880,3,6,0,260
328,1,880,3,6,1,280
328,1,880,3,6,0,60
328,1,880,3,6,2,280
329,1,2390,3,5,0,290
329,1,2390,3,5,1,270
329,1,2390,3,5,0,80
329,1,2390,3,5,2,420
329,1,2390,3,5,0,90
329,1,2390,3,5,1,410
329,1,2390,3,5,0,60
329,1,2390,3,5,2,770
330,-1,2780,3,2,0,300
330,-1,2780,3,2,1,150
330,-1,2780,3,2,0,90
330,-1,2780,3,2,2,390
330,-1,2780,3,2,0,80
330,-1,2780,3,2,1,530
330,-1,2780,3,2,0,60
330,-1,2780,3,2,2,580
330,-1,2780,3,2,0,80
330,-1,2780,3,2,1,520
331,1,1800,3,5,0,300
331,1,1800,3,5,2,390
331,1,1800,3,5,0,80
331,1,1800,3,5,1,680
331,1,1800,3,5,0,80
331,1,1800,3,5,2,270
332,1,1560,3,5,0,130
332,1,1560,3,5,2,140
332,1,1560,3,5,0,60
332,1,1560,3,5,1,680
332,1,1560,3,5,0,60
332,1,1560,3,5,2,490
333,1,530,3,6,0,250
333,1,530,3,6,1,150
333,1,530,3,6,0,90
333,1,530,3,6,2,40
334,1,1120,3,5,0,540
334,1,1120,3,5,1,230
